Entity,Code,Day,Weekly new ICU admissions,145336-annotations
Chile,CHL,2020-04-15,195,
Chile,CHL,2020-04-16,194,
Chile,CHL,2020-04-17,183,
Chile,CHL,2020-04-18,168,
Chile,CHL,2020-04-19,180,
Chile,CHL,2020-04-20,183,
Chile,CHL,2020-04-21,208,
Chile,CHL,2020-04-22,220,
Chile,CHL,2020-04-23,234,
Chile,CHL,2020-04-24,228,
Chile,CHL,2020-04-25,245,
Chile,CHL,2020-04-26,231,
Chile,CHL,2020-04-27,223,
Chile,CHL,2020-04-28,213,
Chile,CHL,2020-04-29,213,
Chile,CHL,2020-04-30,205,
Chile,CHL,2020-05-01,206,
Chile,CHL,2020-05-02,200,
Chile,CHL,2020-05-03,222,
Chile,CHL,2020-05-04,236,
Chile,CHL,2020-05-05,245,
Chile,CHL,2020-05-06,258,
Chile,CHL,2020-05-07,256,
Chile,CHL,2020-05-08,274,
Chile,CHL,2020-05-09,311,
Chile,CHL,2020-05-10,310,
Chile,CHL,2020-05-11,306,
Chile,CHL,2020-05-12,330,
Chile,CHL,2020-05-13,359,
Chile,CHL,2020-05-14,389,
Chile,CHL,2020-05-15,424,
Chile,CHL,2020-05-16,453,
Chile,CHL,2020-05-17,460,
Chile,CHL,2020-05-18,501,
Chile,CHL,2020-05-19,558,
Chile,CHL,2020-05-20,582,
Chile,CHL,2020-05-21,603,
Chile,CHL,2020-05-22,620,
Chile,CHL,2020-05-23,661,
Chile,CHL,2020-05-24,680,
Chile,CHL,2020-05-25,701,
Chile,CHL,2020-05-26,675,
Chile,CHL,2020-05-27,716,
Chile,CHL,2020-05-28,750,
Chile,CHL,2020-05-29,790,
Chile,CHL,2020-05-30,755,
Chile,CHL,2020-05-31,765,
Chile,CHL,2020-06-01,782,
Chile,CHL,2020-06-02,773,
Chile,CHL,2020-06-03,746,
Chile,CHL,2020-06-04,762,
Chile,CHL,2020-06-05,740,
Chile,CHL,2020-06-06,747,
Chile,CHL,2020-06-07,804,
Chile,CHL,2020-06-08,781,
Chile,CHL,2020-06-09,774,
Chile,CHL,2020-06-10,785,
Chile,CHL,2020-06-11,790,
Chile,CHL,2020-06-12,803,
Chile,CHL,2020-06-13,803,
Chile,CHL,2020-06-14,837,
Chile,CHL,2020-06-15,844,
Chile,CHL,2020-06-16,861,
Chile,CHL,2020-06-17,913,
Chile,CHL,2020-06-18,934,
Chile,CHL,2020-06-19,974,
Chile,CHL,2020-06-20,1029,
Chile,CHL,2020-06-21,995,
Chile,CHL,2020-06-22,997,
Chile,CHL,2020-06-23,986,
Chile,CHL,2020-06-24,965,
Chile,CHL,2020-06-25,967,
Chile,CHL,2020-06-26,951,
Chile,CHL,2020-06-27,918,
Chile,CHL,2020-06-28,912,
Chile,CHL,2020-06-29,898,
Chile,CHL,2020-06-30,911,
Chile,CHL,2020-07-01,834,
Chile,CHL,2020-07-02,807,
Chile,CHL,2020-07-03,768,
Chile,CHL,2020-07-04,747,
Chile,CHL,2020-07-05,731,
Chile,CHL,2020-07-06,740,
Chile,CHL,2020-07-07,701,
Chile,CHL,2020-07-08,768,
Chile,CHL,2020-07-09,758,
Chile,CHL,2020-07-10,747,
Chile,CHL,2020-07-11,765,
Chile,CHL,2020-07-12,759,
Chile,CHL,2020-07-13,713,
Chile,CHL,2020-07-14,724,
Chile,CHL,2020-07-15,692,
Chile,CHL,2020-07-16,667,
Chile,CHL,2020-07-17,631,
Chile,CHL,2020-07-18,575,
Chile,CHL,2020-07-19,564,
Chile,CHL,2020-07-20,573,
Chile,CHL,2020-07-21,555,
Chile,CHL,2020-07-22,532,
Chile,CHL,2020-07-23,518,
Chile,CHL,2020-07-24,532,
Chile,CHL,2020-07-25,533,
Chile,CHL,2020-07-26,503,
Chile,CHL,2020-07-27,485,
Chile,CHL,2020-07-28,470,
Chile,CHL,2020-07-29,453,
Chile,CHL,2020-07-30,452,
Chile,CHL,2020-07-31,444,
Chile,CHL,2020-08-01,445,
Chile,CHL,2020-08-02,425,
Chile,CHL,2020-08-03,429,
Chile,CHL,2020-08-04,426,
Chile,CHL,2020-08-05,426,
Chile,CHL,2020-08-06,399,
Chile,CHL,2020-08-07,387,
Chile,CHL,2020-08-08,367,
Chile,CHL,2020-08-09,381,
Chile,CHL,2020-08-10,381,
Chile,CHL,2020-08-11,376,
Chile,CHL,2020-08-12,372,
Chile,CHL,2020-08-13,370,
Chile,CHL,2020-08-14,356,
Chile,CHL,2020-08-15,367,
Chile,CHL,2020-08-16,359,
Chile,CHL,2020-08-17,345,
Chile,CHL,2020-08-18,347,
Chile,CHL,2020-08-19,323,
Chile,CHL,2020-08-20,322,
Chile,CHL,2020-08-21,325,
Chile,CHL,2020-08-22,323,
Chile,CHL,2020-08-23,315,
Chile,CHL,2020-08-24,318,
Chile,CHL,2020-08-25,311,
Chile,CHL,2020-08-26,348,
Chile,CHL,2020-08-27,339,
Chile,CHL,2020-08-28,328,
Chile,CHL,2020-08-29,316,
Chile,CHL,2020-08-30,320,
Chile,CHL,2020-08-31,321,
Chile,CHL,2020-09-01,321,
Chile,CHL,2020-09-02,283,
Chile,CHL,2020-09-03,290,
Chile,CHL,2020-09-04,301,
Chile,CHL,2020-09-05,305,
Chile,CHL,2020-09-06,315,
Chile,CHL,2020-09-07,322,
Chile,CHL,2020-09-08,334,
Chile,CHL,2020-09-09,366,
Chile,CHL,2020-09-10,359,
Chile,CHL,2020-09-11,361,
Chile,CHL,2020-09-12,361,
Chile,CHL,2020-09-13,351,
Chile,CHL,2020-09-14,347,
Chile,CHL,2020-09-15,345,
Chile,CHL,2020-09-16,316,
Chile,CHL,2020-09-17,327,
Chile,CHL,2020-09-18,314,
Chile,CHL,2020-09-19,309,
Chile,CHL,2020-09-20,303,
Chile,CHL,2020-09-21,294,
Chile,CHL,2020-09-22,296,
Chile,CHL,2020-09-23,302,
Chile,CHL,2020-09-24,310,
Chile,CHL,2020-09-25,319,
Chile,CHL,2020-09-26,321,
Chile,CHL,2020-09-27,324,
Chile,CHL,2020-09-28,326,
Chile,CHL,2020-09-29,309,
Chile,CHL,2020-09-30,301,
Chile,CHL,2020-10-01,302,
Chile,CHL,2020-10-02,283,
Chile,CHL,2020-10-03,294,
Chile,CHL,2020-10-04,293,
Chile,CHL,2020-10-05,291,
Chile,CHL,2020-10-06,289,
Chile,CHL,2020-10-07,303,
Chile,CHL,2020-10-08,292,
Chile,CHL,2020-10-09,307,
Chile,CHL,2020-10-10,292,
Chile,CHL,2020-10-11,289,
Chile,CHL,2020-10-12,292,
Chile,CHL,2020-10-13,302,
Chile,CHL,2020-10-14,275,
Chile,CHL,2020-10-15,282,
Chile,CHL,2020-10-16,284,
Chile,CHL,2020-10-17,267,
Chile,CHL,2020-10-18,261,
Chile,CHL,2020-10-19,254,
Chile,CHL,2020-10-20,255,
Chile,CHL,2020-10-21,281,
Chile,CHL,2020-10-22,269,
Chile,CHL,2020-10-23,250,
Chile,CHL,2020-10-24,271,
Chile,CHL,2020-10-25,278,
Chile,CHL,2020-10-26,289,
Chile,CHL,2020-10-27,280,
Chile,CHL,2020-10-28,274,
Chile,CHL,2020-10-29,284,
Chile,CHL,2020-10-30,292,
Chile,CHL,2020-10-31,282,
Chile,CHL,2020-11-01,273,
Chile,CHL,2020-11-02,263,
Chile,CHL,2020-11-03,267,
Chile,CHL,2020-11-04,264,
Chile,CHL,2020-11-05,249,
Chile,CHL,2020-11-06,258,
Chile,CHL,2020-11-07,266,
Chile,CHL,2020-11-08,262,
Chile,CHL,2020-11-09,256,
Chile,CHL,2020-11-10,257,
Chile,CHL,2020-11-11,253,
Chile,CHL,2020-11-12,256,
Chile,CHL,2020-11-13,259,
Chile,CHL,2020-11-14,248,
Chile,CHL,2020-11-15,257,
Chile,CHL,2020-11-16,263,
Chile,CHL,2020-11-17,270,
Chile,CHL,2020-11-18,274,
Chile,CHL,2020-11-19,271,
Chile,CHL,2020-11-20,259,
Chile,CHL,2020-11-21,262,
Chile,CHL,2020-11-22,266,
Chile,CHL,2020-11-23,261,
Chile,CHL,2020-11-24,248,
Chile,CHL,2020-11-25,246,
Chile,CHL,2020-11-26,239,
Chile,CHL,2020-11-27,246,
Chile,CHL,2020-11-28,253,
Chile,CHL,2020-11-29,256,
Chile,CHL,2020-11-30,263,
Chile,CHL,2020-12-01,271,
Chile,CHL,2020-12-02,267,
Chile,CHL,2020-12-03,273,
Chile,CHL,2020-12-04,261,
Chile,CHL,2020-12-05,255,
Chile,CHL,2020-12-06,243,
Chile,CHL,2020-12-07,236,
Chile,CHL,2020-12-08,238,
Chile,CHL,2020-12-09,247,
Chile,CHL,2020-12-10,219,
Chile,CHL,2020-12-11,228,
Chile,CHL,2020-12-12,229,
Chile,CHL,2020-12-13,234,
Chile,CHL,2020-12-14,239,
Chile,CHL,2020-12-15,242,
Chile,CHL,2020-12-16,232,
Chile,CHL,2020-12-17,280,
Chile,CHL,2020-12-18,285,
Chile,CHL,2020-12-19,293,
Chile,CHL,2020-12-20,297,
Chile,CHL,2020-12-21,315,
Chile,CHL,2020-12-22,323,
Chile,CHL,2020-12-23,332,
Chile,CHL,2020-12-24,322,
Chile,CHL,2020-12-25,330,
Chile,CHL,2020-12-26,330,
Chile,CHL,2020-12-27,324,
Chile,CHL,2020-12-28,322,
Chile,CHL,2020-12-29,321,
Chile,CHL,2020-12-30,346,
Chile,CHL,2020-12-31,366,
Chile,CHL,2021-01-01,365,
Chile,CHL,2021-01-02,352,
Chile,CHL,2021-01-03,347,
Chile,CHL,2021-01-04,349,
Chile,CHL,2021-01-05,351,
Chile,CHL,2021-01-06,344,
Chile,CHL,2021-01-07,410,
Chile,CHL,2021-01-08,423,
Chile,CHL,2021-01-09,493,
Chile,CHL,2021-01-10,542,
Chile,CHL,2021-01-11,539,
Chile,CHL,2021-01-12,557,
Chile,CHL,2021-01-13,585,
Chile,CHL,2021-01-14,533,
Chile,CHL,2021-01-15,567,
Chile,CHL,2021-01-16,539,
Chile,CHL,2021-01-17,544,
Chile,CHL,2021-01-18,571,
Chile,CHL,2021-01-19,565,
Chile,CHL,2021-01-20,623,
Chile,CHL,2021-01-21,660,
Chile,CHL,2021-01-22,659,
Chile,CHL,2021-01-23,691,
Chile,CHL,2021-01-24,694,
Chile,CHL,2021-01-25,690,
Chile,CHL,2021-01-26,715,
Chile,CHL,2021-01-27,706,
Chile,CHL,2021-01-28,685,
Chile,CHL,2021-01-29,725,
Chile,CHL,2021-01-30,731,
Chile,CHL,2021-01-31,756,
Chile,CHL,2021-02-01,765,
Chile,CHL,2021-02-02,764,
Chile,CHL,2021-02-03,750,
Chile,CHL,2021-02-04,776,
Chile,CHL,2021-02-05,732,
Chile,CHL,2021-02-06,743,
Chile,CHL,2021-02-07,734,
Chile,CHL,2021-02-08,730,
Chile,CHL,2021-02-09,721,
Chile,CHL,2021-02-10,707,
Chile,CHL,2021-02-11,700,
Chile,CHL,2021-02-12,725,
Chile,CHL,2021-02-13,713,
Chile,CHL,2021-02-14,719,
Chile,CHL,2021-02-15,723,
Chile,CHL,2021-02-16,723,
Chile,CHL,2021-02-17,747,
Chile,CHL,2021-02-18,728,
Chile,CHL,2021-02-19,719,
Chile,CHL,2021-02-20,719,
Chile,CHL,2021-02-21,706,
Chile,CHL,2021-02-22,703,
Chile,CHL,2021-02-23,705,
Chile,CHL,2021-02-24,700,
Chile,CHL,2021-02-25,705,
Chile,CHL,2021-02-26,724,
Chile,CHL,2021-02-27,739,
Chile,CHL,2021-02-28,762,
Chile,CHL,2021-03-01,770,
Chile,CHL,2021-03-02,771,
Chile,CHL,2021-03-03,774,
Chile,CHL,2021-03-04,787,
Chile,CHL,2021-03-05,766,
Chile,CHL,2021-03-06,771,
Chile,CHL,2021-03-07,788,
Chile,CHL,2021-03-08,831,
Chile,CHL,2021-03-09,852,
Chile,CHL,2021-03-10,895,
Chile,CHL,2021-03-11,954,
Chile,CHL,2021-03-12,987,
Chile,CHL,2021-03-13,1012,
Chile,CHL,2021-03-14,1021,
Chile,CHL,2021-03-15,1003,
Chile,CHL,2021-03-16,1051,
Chile,CHL,2021-03-17,1087,
Chile,CHL,2021-03-18,1062,
Chile,CHL,2021-03-19,1096,
Chile,CHL,2021-03-20,1119,
Chile,CHL,2021-03-21,1131,
Chile,CHL,2021-03-22,1161,
Chile,CHL,2021-03-23,1163,
Chile,CHL,2021-03-24,1158,
Chile,CHL,2021-03-25,1209,
Chile,CHL,2021-03-26,1226,
Chile,CHL,2021-03-27,1265,
Chile,CHL,2021-03-28,1312,
Chile,CHL,2021-03-29,1308,
Chile,CHL,2021-03-30,1296,
Chile,CHL,2021-03-31,1390,
Chile,CHL,2021-04-01,1416,
Chile,CHL,2021-04-02,1436,
Chile,CHL,2021-04-03,1447,
Chile,CHL,2021-04-04,1412,
Chile,CHL,2021-04-05,1448,
Chile,CHL,2021-04-06,1457,
Chile,CHL,2021-04-07,1501,
Chile,CHL,2021-04-08,1536,
Chile,CHL,2021-04-09,1592,
Chile,CHL,2021-04-10,1618,
Chile,CHL,2021-04-11,1697,
Chile,CHL,2021-04-12,1693,
Chile,CHL,2021-04-13,1701,
Chile,CHL,2021-04-14,1666,
Chile,CHL,2021-04-15,1653,
Chile,CHL,2021-04-16,1604,
Chile,CHL,2021-04-17,1584,
Chile,CHL,2021-04-18,1563,
Chile,CHL,2021-04-19,1552,
Chile,CHL,2021-04-20,1545,
Chile,CHL,2021-04-21,1549,
Chile,CHL,2021-04-22,1524,
Chile,CHL,2021-04-23,1530,
Chile,CHL,2021-04-24,1514,
Chile,CHL,2021-04-25,1495,
Chile,CHL,2021-04-26,1463,
Chile,CHL,2021-04-27,1431,
Chile,CHL,2021-04-28,1411,
Chile,CHL,2021-04-29,1379,
Chile,CHL,2021-04-30,1347,
Chile,CHL,2021-05-01,1322,
Chile,CHL,2021-05-02,1325,
Chile,CHL,2021-05-03,1330,
Chile,CHL,2021-05-04,1332,
Chile,CHL,2021-05-05,1266,
Chile,CHL,2021-05-06,1259,
Chile,CHL,2021-05-07,1223,
Chile,CHL,2021-05-08,1209,
Chile,CHL,2021-05-09,1194,
Chile,CHL,2021-05-10,1186,
Chile,CHL,2021-05-11,1173,
Chile,CHL,2021-05-12,1139,
Chile,CHL,2021-05-13,1119,
Chile,CHL,2021-05-14,1114,
Chile,CHL,2021-05-15,1094,
Chile,CHL,2021-05-16,1067,
Chile,CHL,2021-05-17,1078,
Chile,CHL,2021-05-18,1097,
Chile,CHL,2021-05-19,1136,
Chile,CHL,2021-05-20,1130,
Chile,CHL,2021-05-21,1161,
Chile,CHL,2021-05-22,1199,
Chile,CHL,2021-05-23,1134,
Chile,CHL,2021-05-24,1162,
Chile,CHL,2021-05-25,1168,
Chile,CHL,2021-05-26,1216,
Chile,CHL,2021-05-27,1282,
Chile,CHL,2021-05-28,1325,
Chile,CHL,2021-05-29,1361,
Chile,CHL,2021-05-30,1479,
Chile,CHL,2021-05-31,1451,
Chile,CHL,2021-06-01,1475,
Chile,CHL,2021-06-02,1447,
Chile,CHL,2021-06-03,1455,
Chile,CHL,2021-06-04,1465,
Chile,CHL,2021-06-05,1430,
Chile,CHL,2021-06-06,1425,
Chile,CHL,2021-06-07,1452,
Chile,CHL,2021-06-08,1445,
Chile,CHL,2021-06-09,1435,
Chile,CHL,2021-06-10,1443,
Chile,CHL,2021-06-11,1428,
Chile,CHL,2021-06-12,1418,
Chile,CHL,2021-06-13,1405,
Chile,CHL,2021-06-14,1378,
Chile,CHL,2021-06-15,1382,
Chile,CHL,2021-06-16,1398,
Chile,CHL,2021-06-17,1384,
Chile,CHL,2021-06-18,1339,
Chile,CHL,2021-06-19,1366,
Chile,CHL,2021-06-20,1322,
Chile,CHL,2021-06-21,1323,
Chile,CHL,2021-06-22,1297,
Chile,CHL,2021-06-23,1147,
Chile,CHL,2021-06-24,1160,
Chile,CHL,2021-06-25,1157,
Chile,CHL,2021-06-26,1116,
Chile,CHL,2021-06-27,1129,
Chile,CHL,2021-06-28,1125,
Chile,CHL,2021-06-29,1103,
Chile,CHL,2021-06-30,1079,
Chile,CHL,2021-07-01,1061,
Chile,CHL,2021-07-02,1032,
Chile,CHL,2021-07-03,998,
Chile,CHL,2021-07-04,955,
Chile,CHL,2021-07-05,929,
Chile,CHL,2021-07-06,906,
Chile,CHL,2021-07-07,972,
Chile,CHL,2021-07-08,834,
Chile,CHL,2021-07-09,792,
Chile,CHL,2021-07-10,727,
Chile,CHL,2021-07-11,672,
Chile,CHL,2021-07-12,644,
Chile,CHL,2021-07-13,634,
Chile,CHL,2021-07-14,575,
Chile,CHL,2021-07-15,567,
Chile,CHL,2021-07-16,551,
Chile,CHL,2021-07-17,545,
Chile,CHL,2021-07-18,517,
Chile,CHL,2021-07-19,505,
Chile,CHL,2021-07-20,480,
Chile,CHL,2021-07-21,457,
Chile,CHL,2021-07-22,443,
Chile,CHL,2021-07-23,426,
Chile,CHL,2021-07-24,409,
Chile,CHL,2021-07-25,426,
Chile,CHL,2021-07-26,402,
Chile,CHL,2021-07-27,398,
Chile,CHL,2021-07-28,369,
Chile,CHL,2021-07-29,349,
Chile,CHL,2021-07-30,321,
Chile,CHL,2021-07-31,325,
Chile,CHL,2021-08-01,307,
Chile,CHL,2021-08-02,310,
Chile,CHL,2021-08-03,304,
Chile,CHL,2021-08-04,315,
Chile,CHL,2021-08-05,310,
Chile,CHL,2021-08-06,313,
Chile,CHL,2021-08-07,304,
Chile,CHL,2021-08-08,301,
Chile,CHL,2021-08-09,288,
Chile,CHL,2021-08-10,281,
Chile,CHL,2021-08-11,276,
Chile,CHL,2021-08-12,278,
Chile,CHL,2021-08-13,270,
Chile,CHL,2021-08-14,278,
Chile,CHL,2021-08-15,270,
Chile,CHL,2021-08-16,267,
Chile,CHL,2021-08-17,266,
Chile,CHL,2021-08-18,255,
Chile,CHL,2021-08-19,255,
Chile,CHL,2021-08-20,237,
Chile,CHL,2021-08-21,213,
Chile,CHL,2021-08-22,216,
Chile,CHL,2021-08-23,217,
Chile,CHL,2021-08-24,211,
Chile,CHL,2021-08-25,204,
Chile,CHL,2021-08-26,186,
Chile,CHL,2021-08-27,193,
Chile,CHL,2021-08-28,190,
Chile,CHL,2021-08-29,169,
Chile,CHL,2021-08-30,164,
Chile,CHL,2021-08-31,163,
Chile,CHL,2021-09-01,155,
Chile,CHL,2021-09-02,148,
Chile,CHL,2021-09-03,138,
Chile,CHL,2021-09-04,132,
Chile,CHL,2021-09-05,140,
Chile,CHL,2021-09-06,141,
Chile,CHL,2021-09-07,141,
Chile,CHL,2021-09-08,145,
Chile,CHL,2021-09-09,147,
Chile,CHL,2021-09-10,147,
Chile,CHL,2021-09-11,144,
Chile,CHL,2021-09-12,137,
Chile,CHL,2021-09-13,135,
Chile,CHL,2021-09-14,135,
Chile,CHL,2021-09-15,129,
Chile,CHL,2021-09-16,122,
Chile,CHL,2021-09-17,121,
Chile,CHL,2021-09-18,118,
Chile,CHL,2021-09-19,114,
Chile,CHL,2021-09-20,108,
Chile,CHL,2021-09-21,104,
Chile,CHL,2021-09-22,106,
Chile,CHL,2021-09-23,104,
Chile,CHL,2021-09-24,110,
Chile,CHL,2021-09-25,103,
Chile,CHL,2021-09-26,104,
Chile,CHL,2021-09-27,102,
Chile,CHL,2021-09-28,103,
Chile,CHL,2021-09-29,104,
Chile,CHL,2021-09-30,99,
Chile,CHL,2021-10-01,94,
Chile,CHL,2021-10-02,105,
Chile,CHL,2021-10-03,108,
Chile,CHL,2021-10-04,120,
Chile,CHL,2021-10-05,120,
Chile,CHL,2021-10-06,117,
Chile,CHL,2021-10-07,131,
Chile,CHL,2021-10-08,132,
Chile,CHL,2021-10-09,126,
Chile,CHL,2021-10-10,122,
Chile,CHL,2021-10-11,118,
Chile,CHL,2021-10-12,117,
Chile,CHL,2021-10-13,108,
Chile,CHL,2021-10-14,126,
Chile,CHL,2021-10-15,135,
Chile,CHL,2021-10-16,147,
Chile,CHL,2021-10-17,155,
Chile,CHL,2021-10-18,150,
Chile,CHL,2021-10-19,156,
Chile,CHL,2021-10-20,181,
Chile,CHL,2021-10-21,172,
Chile,CHL,2021-10-22,186,
Chile,CHL,2021-10-23,187,
Chile,CHL,2021-10-24,191,
Chile,CHL,2021-10-25,198,
Chile,CHL,2021-10-26,198,
Chile,CHL,2021-10-27,201,
Chile,CHL,2021-10-28,198,
Chile,CHL,2021-10-29,193,
Chile,CHL,2021-10-30,201,
Chile,CHL,2021-10-31,206,
Chile,CHL,2021-11-01,213,
Chile,CHL,2021-11-02,216,
Chile,CHL,2021-11-03,190,
Chile,CHL,2021-11-04,212,
Chile,CHL,2021-11-05,215,
Chile,CHL,2021-11-06,214,
Chile,CHL,2021-11-07,219,
Chile,CHL,2021-11-08,218,
Chile,CHL,2021-11-09,222,
Chile,CHL,2021-11-10,255,
Chile,CHL,2021-11-11,240,
Chile,CHL,2021-11-12,241,
Chile,CHL,2021-11-13,259,
Chile,CHL,2021-11-14,259,
Chile,CHL,2021-11-15,257,
Chile,CHL,2021-11-16,256,
Chile,CHL,2021-11-17,247,
Chile,CHL,2021-11-18,264,
Chile,CHL,2021-11-19,279,
Chile,CHL,2021-11-20,263,
Chile,CHL,2021-11-21,259,
Chile,CHL,2021-11-22,263,
Chile,CHL,2021-11-23,271,
Chile,CHL,2021-11-24,279,
Chile,CHL,2021-11-25,276,
Chile,CHL,2021-11-26,259,
Chile,CHL,2021-11-27,258,
Chile,CHL,2021-11-28,268,
Chile,CHL,2021-11-29,264,
Chile,CHL,2021-11-30,253,
Chile,CHL,2021-12-01,252,
Chile,CHL,2021-12-02,248,
Chile,CHL,2021-12-03,257,
Chile,CHL,2021-12-04,257,
Chile,CHL,2021-12-05,253,
Chile,CHL,2021-12-06,255,
Chile,CHL,2021-12-07,257,
Chile,CHL,2021-12-08,259,
Chile,CHL,2021-12-09,245,
Chile,CHL,2021-12-10,223,
Chile,CHL,2021-12-11,230,
Chile,CHL,2021-12-12,220,
Chile,CHL,2021-12-13,216,
Chile,CHL,2021-12-14,215,
Chile,CHL,2021-12-15,196,
Chile,CHL,2021-12-16,203,
Chile,CHL,2021-12-17,208,
Chile,CHL,2021-12-18,187,
Chile,CHL,2021-12-19,175,
Chile,CHL,2021-12-20,179,
Chile,CHL,2021-12-21,165,
Chile,CHL,2021-12-22,163,
Chile,CHL,2021-12-23,153,
Chile,CHL,2021-12-24,145,
Chile,CHL,2021-12-25,140,
Chile,CHL,2021-12-26,142,
Chile,CHL,2021-12-27,133,
Chile,CHL,2021-12-28,137,
Chile,CHL,2021-12-29,137,
Chile,CHL,2021-12-30,130,
Chile,CHL,2021-12-31,126,
Chile,CHL,2022-01-01,131,
Chile,CHL,2022-01-02,135,
Chile,CHL,2022-01-03,131,
Chile,CHL,2022-01-04,134,
Chile,CHL,2022-01-05,137,
Chile,CHL,2022-01-06,139,
Chile,CHL,2022-01-07,136,
Chile,CHL,2022-01-08,130,
Chile,CHL,2022-01-09,128,
Chile,CHL,2022-01-10,129,
Chile,CHL,2022-01-11,131,
Chile,CHL,2022-01-12,125,
Chile,CHL,2022-01-13,115,
Chile,CHL,2022-01-14,118,
Chile,CHL,2022-01-15,115,
Chile,CHL,2022-01-16,113,
Chile,CHL,2022-01-17,118,
Chile,CHL,2022-01-18,115,
Chile,CHL,2022-01-19,120,
Chile,CHL,2022-01-20,137,
Chile,CHL,2022-01-21,137,
Chile,CHL,2022-01-22,148,
Chile,CHL,2022-01-23,152,
Chile,CHL,2022-01-24,154,
Chile,CHL,2022-01-25,154,
Chile,CHL,2022-01-26,152,
Chile,CHL,2022-01-27,151,
Chile,CHL,2022-01-28,162,
Chile,CHL,2022-01-29,167,
Chile,CHL,2022-01-30,177,
Chile,CHL,2022-01-31,176,
Chile,CHL,2022-02-01,197,
Chile,CHL,2022-02-02,244,
Chile,CHL,2022-02-03,264,
Chile,CHL,2022-02-04,286,
Chile,CHL,2022-02-05,305,
Chile,CHL,2022-02-06,343,
Chile,CHL,2022-02-07,379,
Chile,CHL,2022-02-08,388,
Chile,CHL,2022-02-09,410,
Chile,CHL,2022-02-10,436,
Chile,CHL,2022-02-11,459,
Chile,CHL,2022-02-12,477,
Chile,CHL,2022-02-13,475,
Chile,CHL,2022-02-14,474,
Chile,CHL,2022-02-15,468,
Chile,CHL,2022-02-16,484,
Chile,CHL,2022-02-17,499,
Chile,CHL,2022-02-18,496,
Chile,CHL,2022-02-19,508,
Chile,CHL,2022-02-20,503,
Chile,CHL,2022-02-21,495,
Chile,CHL,2022-02-22,509,
Chile,CHL,2022-02-23,498,
Chile,CHL,2022-02-24,494,
Chile,CHL,2022-02-25,510,
Chile,CHL,2022-02-26,507,
Chile,CHL,2022-02-27,499,
Chile,CHL,2022-02-28,493,
Chile,CHL,2022-03-01,493,
Chile,CHL,2022-03-02,462,
Chile,CHL,2022-03-03,459,
Chile,CHL,2022-03-04,428,
Chile,CHL,2022-03-05,418,
Chile,CHL,2022-03-06,448,
Chile,CHL,2022-03-07,436,
Chile,CHL,2022-03-08,417,
Chile,CHL,2022-03-09,401,
Chile,CHL,2022-03-10,366,
Chile,CHL,2022-03-11,359,
Chile,CHL,2022-03-12,328,
Chile,CHL,2022-03-13,283,
Chile,CHL,2022-03-14,281,
Chile,CHL,2022-03-15,273,
Chile,CHL,2022-03-16,268,
Chile,CHL,2022-03-17,260,
Chile,CHL,2022-03-18,253,
Chile,CHL,2022-03-19,243,
Chile,CHL,2022-03-20,229,
Chile,CHL,2022-03-21,225,
Chile,CHL,2022-03-22,217,
Chile,CHL,2022-03-23,196,
Chile,CHL,2022-03-24,174,
Chile,CHL,2022-03-25,184,
Chile,CHL,2022-03-26,176,
Chile,CHL,2022-03-27,170,
Chile,CHL,2022-03-28,165,
Chile,CHL,2022-03-29,156,
Chile,CHL,2022-03-30,142,
Chile,CHL,2022-03-31,133,
Chile,CHL,2022-04-01,120,
Chile,CHL,2022-04-02,128,
Chile,CHL,2022-04-03,131,
Chile,CHL,2022-04-04,132,
Chile,CHL,2022-04-05,128,
Chile,CHL,2022-04-06,121,
Chile,CHL,2022-04-07,118,
Chile,CHL,2022-04-08,102,
Chile,CHL,2022-04-09,98,
Chile,CHL,2022-04-10,90,
Chile,CHL,2022-04-11,83,
Chile,CHL,2022-04-12,72,
Chile,CHL,2022-04-13,77,
Chile,CHL,2022-04-14,75,
Chile,CHL,2022-04-15,77,
Chile,CHL,2022-04-16,63,
Chile,CHL,2022-04-17,60,
Chile,CHL,2022-04-18,60,
Chile,CHL,2022-04-19,69,
Chile,CHL,2022-04-20,58,
Chile,CHL,2022-04-21,57,
Chile,CHL,2022-04-22,58,
Chile,CHL,2022-04-23,58,
Chile,CHL,2022-04-24,59,
Chile,CHL,2022-04-25,59,
Chile,CHL,2022-04-26,54,
Chile,CHL,2022-04-27,54,
Chile,CHL,2022-04-28,51,
Chile,CHL,2022-04-29,51,
Chile,CHL,2022-04-30,48,
Chile,CHL,2022-05-01,46,
Chile,CHL,2022-05-02,47,
Chile,CHL,2022-05-03,41,
Chile,CHL,2022-05-04,40,
Chile,CHL,2022-05-05,35,
Chile,CHL,2022-05-06,34,
Chile,CHL,2022-05-07,34,
Chile,CHL,2022-05-08,34,
Chile,CHL,2022-05-09,31,
Chile,CHL,2022-05-10,33,
Chile,CHL,2022-05-11,36,
Chile,CHL,2022-05-12,40,
Chile,CHL,2022-05-13,40,
Chile,CHL,2022-05-14,40,
Chile,CHL,2022-05-15,41,
Chile,CHL,2022-05-16,44,
Chile,CHL,2022-05-17,49,
Chile,CHL,2022-05-18,49,
Chile,CHL,2022-05-19,50,
Chile,CHL,2022-05-20,47,
Chile,CHL,2022-05-21,49,
Chile,CHL,2022-05-22,48,
Chile,CHL,2022-05-23,47,
